1763,scotland,1
1764,officers,1
1765,couch,1
1766,also,40
1767,labour,1
1768,generalized,1
1769,populous,11
1770,province,5
1771,play,2
1772,added,4
1773,harbingers,1
1774,reach,1
1775,confluence,1
1776,most,34
1777,experiences,1
1778,71,1
1779,services,5
1780,alpha,1
1781,acquired,2
1782,measured,1
1783,semi-permanent,1
1784,salary,1
1785,archery,1
1786,chronicle,1
1787,mobile,1
1788,performances,2
1789,sometimes,9
1790,km,5
1791,traditional,2
1792,málaga,1
1793,artistic,1
1794,institutions,1
1795,joining,1
1796,sector,1
1797,particularly,1
1798,gold,1
1799,blended,1
1800,industrialized,1
1801,scattered,1
1802,moroccan,1
1803,businesses,1
1804,fine,1
1805,evapotranspiration,1
1806,completion,1
1807,indicator,1
1808,northern,5
1809,heavily,1
1810,failed,1
1811,mdcccxxi,1
1812,harvested,1
1813,1314,1
1814,founding,1
1815,dependent,2
1816,compiled,1
1817,connections,1
1818,express,1
1819,eurafrican,1
1820,famous,1
1821,grew,1
1822,batter,1
1823,rest,4
1824,international,4
1825,during,2
1826,banquet,1
1827,thuringia,1
1828,sources,2
1829,mediterraneus,1
1830,croatia,1
1831,common,16
1832,activity,3
1833,switzerland,1
1834,river,2
1835,set,1
1836,art,3
1837,achieved,1
1838,intelligence,4
1839,vertebrates,1
1840,scenes,1
1841,culture,5
1842,see,2
1843,individual,4
1844,descriptions,1
1845,sea,25
1846,filipe,1
1847,2.5,1
1848,recording,1
1849,learns,1
1850,spirits,2
1851,currently,2
1852,familiarity,1
1853,upsetting,1
1854,smallest,1
1855,various,3
1856,consecutive,1
1857,numerous,2
1858,15th,1
1859,available,4
1860,latin,12
1861,creating,1
1862,web,1
1863,sold,1
1864,attention,3
1865,denomination,1
1866,conde,1
1867,ranked,1
1868,vurgunum,1
1869,distinguish,1
1870,mdcccxlviii,1
1871,both,7
1872,c,2
1873,last,1
1874,restaurant,1
1875,annual,1
1876,second-largest,1
1877,connection,2
1878,became,14
1879,landform,1
1880,bots,1
1881,fermin,1
1882,whole,1
1883,reside,1
1884,ranchers,1
1885,large-scale,2
1886,reasons,1
1887,history's,1
1888,corresponds,3
1889,agents,2
1890,church,2
1891,throughout,3
1892,mission,5
1893,expensive,1
1894,third-person,1
1895,described,2
1896,raise,1
1897,trilogy,1
1898,political,6
1899,due,4
1900,suburbs,1
1901,describes,2
1902,ensured,1
1903,ireland,1
1904,esˈpaɲa,1
1905,nato,1
1906,territory,8
1907,contado,1
1908,treatment,1
1909,collectible,1
1910,partly,2
1911,algeria,1
1912,fire,1
1913,organisations,1
1914,gau,1
1915,gap,1
1916,anthony,1
1917,lives,1
1918,systematic,1
1919,resisted,1
1920,towns,2
1921,plants,1
1922,politician,1
1923,governor,6
1924,ethno-religious,1
1925,while,10
1926,fun,1
1927,real,1
1928,unitary,2
1929,portugal,2
1930,century,13
1931,contea,1
1932,violently,1
1933,itself,1
1934,west-east,1
1935,alta,3
1936,ethnicity,4
1937,cuisine,1
1938,italy,2
1939,paying,1
1940,government,14
1941,shire,3
1942,widely,3
1943,peoples,12
1944,9,1
1945,general-major,1
1946,dozen,1
1947,conflict,2
1948,higher,1
1949,development,4
1950,used,26
1951,flooded,1
1952,regiopolis,1
1953,transitory,1
1954,levels,2
1955,uses,3
1956,purpose,2
1957,nouns,3
1958,nickname,1
1959,focal,1
1960,recent,3
1961,task,1
1962,older,1
1963,person,6
1964,edge,1
1965,officialis,2
1966,comprise,1
1967,1781,3
1968,settlements,1
1969,1785,1
1970,turkic,1
1971,shape,1
1972,"5,267",1
1973,useful,1
1974,continent,1
1975,discipline,4
1976,emerging,1
1977,majority,1
1978,informal,2
1979,portuguese-speaking,1
1980,officialese,1
1981,antalya,1
1982,andorra,1
1983,source,2
1984,cue,1
1985,caesar,1
1986,location,4
1987,homeland,1
1988,zapotec,1
1989,administrative,6
1990,australia,1
1991,march,2
1992,format,1
1993,big,2
1994,bureaucrat,1
1995,lincoln,1
1996,high-ranking,1
1997,game,1
1998,private,5
1999,ecosystems,1
2000,emergence,1
2001,precipitation,3
2002,wings,1
2003,overthrown,1
2004,formal,2
2005,calypso,1
2006,paramilitary,1
2007,cognitive,2
2008,masterson,1
2009,governess,1
2010,consensus,1
2011,communications,1
2012,arthur,1
2013,individuals,4
2014,byproduct,1
2015,popular,2
2016,tribes,3
2017,mathematical,1
2018,pertaining,1
2019,unesco,1
2020,often,16
2021,spring,2
2022,creation,1
2023,some,19
2024,aired,1
2025,martial,1
2026,experienced,1
2027,examples,1
2028,complete,1
2029,pronounced,5
2030,and/or,2
2031,thing(s,1
2032,though,2
2033,competitions,1
2034,religion,2
2035,1521,1
2036,slash,1
2037,tends,1
2038,fragments,1
2039,unscripted,1
2040,gabrieleño,2
2041,be,54
2042,eating,1
2043,ba,1
2044,bc,5
2045,300,1
2046,agreement,2
2047,variously,1
2048,oei,1
2049,1821st,1
2050,santa,1
2051,sub-national,2
2052,abroad,1
2053,"1,200",1
2054,goods,1
2055,ceremonial,1
2056,drama,3
2057,range,2
2058,pre-columbian,1
2059,modal,2
2060,significant,2
2061,into,11
2062,within,6
2063,plant-form,1
2064,appropriate,1
2065,steven,1
2066,france,4
2067,canal,3
2068,statistics,1
2069,computer,2
2070,nails,1
2071,question,1
2072,long,3
2073,intermediaries,1
2074,occupy,2
2075,pronunciation,1
2076,heritage,4
2077,mountains,7
2078,elsewhere,1
2079,governs,1
2080,jewish,1
2081,infinitive,1
2082,mistreatment,1
2083,slums,1
2084,atlantic,8
2085,newer,1
2086,hokan-speaking,1
2087,line,2
2088,junior,1
2089,directed,2
2090,redeemed,1
2091,participant/audience,1
2092,up,5
2093,us,1
2094,planet,1
2095,morocco,4
2096,781st,1
2097,un,2
2098,exploration,1
2099,gubernare,1
2100,uk,1
2101,similar,6
2102,called,13
2103,associated,4
2104,defined,3
2105,herzegovina,1
2106,deadliest,1
2107,single,2
2108,diverse,2
2109,reconquista,1
2110,fatsa,1
2111,graceful,1
2112,takedown,1
2113,steeper,1
2114,fonts,2
2115,paradox,1
2116,polygon,1
2117,tara,1
2118,peace,2
2119,"153,717",1
2120,grouped,1
2121,income,2
2122,elements,2
2123,gross,1
2124,problems,2
2125,robots,1
2126,iberian,3
2127,william,1
2128,generated,1
2129,desert,1
2130,structure,1
2131,viscount,1
2132,ago,2
2133,remix,1
2134,land,13
2135,e,1
2136,delineation,1
2137,age,1
2138,required,1
2139,departments,1
2140,2003,1
2141,depth,1
2142,implied,1
2143,2006,2
2144,gloucestershire,1
2145,narrative,1
2146,2008,2
2147,having,3
2148,once,3
2149,hampton,1
2150,partial,1
2151,borderlands,1
2152,results,2
2153,existing,1
2154,illustrated,1
2155,"37,000",1
2156,spain's,1
2157,go,1
2158,centers,2
2159,birthplace,1
2160,amalgamation,1
2161,turkish,1
2162,shanghai,1
2163,young,1
2164,languages,3
2165,"320,000",1
2166,adjoin,1
2167,stable,1
2168,atlas,1
2169,include,7
2170,"21,171",1
2171,dramatically,1
2172,sent,1
2173,nichole,1
2174,organizations,1
2175,angelenos,1
2176,continues,1
2177,wave,1
2178,migrants,1
2179,defectiveness,1
2180,posture,2
2181,entire,2
2182,recreation,2
2183,treaties,2
2184,gender,2
2185,ornately,1
2186,deals,1
2187,yeun,1
2188,settlers,1
2189,smaller,3
2190,sovereign,1
2191,smalley,1
2192,toltec,1
2193,mediterranean,15
2194,crop,1
2195,rivers,2
2196,imply,1
2197,video,2
2198,traveling,1
2199,ethnogenesis,1
2200,hungary,1
2201,index,2
2202,power,11
2203,colonel,1
2204,españa,3
2205,19th,5
2206,indian,1
2207,poles,1
2208,gubernatorial,1
2209,capital,5
2210,firms,1
2211,bird,1
2212,exercise,3
2213,body,4
2214,led,3
2215,exchange,1
2216,bergeron,1
2217,respectively,1
2218,commercial,1
2219,sideboard,1
2220,fifteenth,1
2221,explore,1
2222,sink,2
2223,others,6
2224,phoenician,2
2225,implicit,1
2226,extreme,1
2227,great,1
2228,lieutenant,1
2229,technical,1
2230,involved,1
2231,31,2
2232,larger,5
2233,leaving,1
2234,oficial,1
2235,1533,1
2236,ˈspeɪn,1
2237,residents,1
2238,gene,1
2239,herodotus,2
2240,honor,1
2241,involves,1
2242,initials,7
2243,named,4
2244,apple,1
2245,egypt,1
2246,paraguayan,2
2247,clara,1
2248,messengers,1
2249,colony's,1
2250,decrease,1
2251,names,2
2252,limb,1
2253,apply,1
2254,festivals,1
2255,manipulate,1
2256,standing,1
2257,use,8
2258,from,57
2259,hippie,1
2260,remains,1
2261,illegal,1
2262,levant,1
2263,next,1
2264,few,3
2265,depicted,1
2266,kilometres,1
2267,themselves,1
2268,historically,4
2269,rick,1
2270,bureaucracy,1
2271,1848th,1
2272,triumphales,1
2273,ethno-regional,1
2274,bed/bank,1
2275,occurred,2
2276,emigration,2
2277,harvest,2
2278,appointed,2
2279,women,1
2280,reconstructed,1
2281,animals,4
2282,unarmed,1
2283,this,11
2284,gabriel,2
2285,philippos,1
2286,crossed,1
2287,island,1
2288,control,2
2289,melilla,2
2290,process,2
2291,purposes,1
2292,"8,850",1
2293,high,4
2294,his,5
2295,something,2
2296,bones,1
2297,triangle,1
2298,native,3
2299,united,21
2300,embodiment,1
2301,democracy,1
2302,sit,1
2303,holds,3
2304,teotihuacan,1
2305,regions,1
2306,located,3
2307,intelligent,1
2308,greatly,1
2309,de,6
2310,singular,2
2311,philosophy,1
2312,collection,1
2313,dc,1
2314,köppen,2
2315,ethnic,12
2316,docking,1
2317,1884,1
2318,ambiguous,1
2319,light,3
2320,lines,2
2321,correspond,1
2322,element,1
2323,chief,1
2324,allow,2
2325,"5,000",1
2326,counted,1
2327,preparing,1
2328,move,1
2329,struggles,1
2330,symbols,1
2331,whilst,1
2332,including,6
2333,mentioned,1
2334,agricultural,2
2335,facilitates,1
2336,nilotic,1
2337,industries,4
2338,superior,2
2339,la,1
2340,masses,1
2341,sunday,1
2342,acres,1
2343,permanent,3
2344,2015,2
2345,2014,3
2346,criminal,1
2347,2011,1
2348,2010,2
2349,2013,1
2350,greater,3
2351,descendants,1
2352,washington,1
2353,mexicanos,1
2354,post-apocalyptic,1
2355,officium,1
2356,mandate,1
2357,day,3
2358,strive,1
2359,articles,1
2360,february,2
2361,lompoc,1
2362,university,2
2363,covering,3
2364,identified,6
2365,merge,2
2366,morris,1
2367,stock,1
2368,normans,2
2369,commonwealth,1
2370,"3,000",1
2371,homeless,1
2372,parties,2
2373,700,1
2374,related,5
2375,society,3
2376,books,1
2377,single-storey,1
2378,relates,1
2379,restricted,1
2380,agriculture,2
2381,out,3
2382,category,1
2383,rey,1
2384,acknowledgment,1
2385,entertainment,17
2386,feudal,1
2387,messenger,1
2388,barley,1
2389,plural,5
2390,umbrella,1
2391,interactions,2
2392,completely,1
2393,ancestry,2
2394,york,11
2395,philip,1
2396,méxico,1
2397,interaction,2
2398,mainland,4
2399,hostile,1
2400,g,2
2401,biosphere,1
2402,route,2
2403,times,4
2404,length,3
2405,produce,1
2406,pudding,2
2407,hence,1
2408,retain,1
2409,museum,1
2410,south,6
2411,mckesson,1
2412,manuscript,3
2413,powerful,1
2414,scene,1
2415,eleventh,3
2416,dwelling-place,1
2417,reached,1
2418,ancient,7
2419,observer,1
2420,historiated,1
2421,festival,1
2422,system,6
2423,adopted,3
2424,their,14
2425,inteligencia,1
2426,figuratively,1
2427,sergeant,1
2428,mendocino,1
2429,spania,1
2430,sixteenth,1
2431,hydrosphere,1
2432,3°c,1
2433,reversed,1
2434,valencia,1
2435,natural,1
2436,july,1
2437,institution,2
2438,steel,1
2439,ben,1
2440,warfare,2
2441,isolation,2
2442,commandant,1
2443,female,4
2444,psalm,1
2445,visited,1
2446,mojave,1
2447,providing,1
2448,distinguished,2
2449,are,44
2450,1.5,1
2451,1.6,1
2452,julian,9
2453,non-political,1
2454,seville,1
2455,have,29
2456,need,1
2457,border,2
2458,linked,1
2459,jug,1
2460,catholic,1
2461,documents,1
2462,studying,1
2463,jurisdictions,2
2464,purchasing,2
2465,instance,3
2466,concerns,1
2467,which,52
2468,chaise,1
2469,worldwide,2
2470,centre,2
2471,who,16
2472,dutch,1
2473,connected,2
2474,overlapping,1
2475,satire,1
2476,48th,1
2477,class,1
2478,gibson's,1
2479,neighboring,2
2480,vendémiaire,1
2481,face,1
2482,perceiving,1
2483,normally,1
2484,away,1
2485,fact,1
2486,atmosphere,1
2487,selection,1
2488,settee,1
2489,text,1
2490,agreed,1
2491,supported,2
2492,economise,1
2493,longevity,1
2494,purely,1
2495,soldiers,1
2496,debate,1
2497,leg,1
2498,principal,2
2499,partners,1
2500,ha,1
2501,based,6
2502,knowledge,9
2503,millennia,1
2504,"29,035",1
2505,employer,1
2506,terminal,2
2507,verbs,6
2508,inherited,2
2509,equivalents,1
2510,inhabit,2
2511,local,4
2512,inferior,1
2513,homophonic,1
2514,insight,1
2515,means,4
2516,familiar,3
2517,overall,1
2518,maritime,1
2519,listener,1
2520,legitimate,1
2521,words,1
2522,magistrate,1
2523,dwellings,1
2524,areas,8
2525,processes,3
2526,organ,1
2527,ended,1
2528,conditions,2
2529,reino,1
2530,comprising,1
2531,calling,1
2532,felipe,3
2533,volcanism,1
2534,contain,2
2535,graf,1
2536,europe,8
2537,cryosphere,1
2538,albania,1
2539,seith,1
2540,aegean,1
2541,post-independence,1
2542,cunté,1
2543,national,5
2544,terrain,2
2545,travis,1
2546,officials,4
2547,usefulness,1
2548,interpreter,1
2549,alboran,1
2550,unlimited,1
2551,record,2
2552,arguably,1
2553,tend,1
2554,written,6
2555,action,1
2556,722,1
2557,boundary,2
2558,monarchs,1
2559,"72,000",1
2560,opening,1
2561,evolving,1
2562,monarchy,1
2563,key,2
2564,police,5
2565,regular,1
2566,interpretations,1
2567,sediments,1
2568,ethnicities,1
2569,mongol,1
2570,april,1
2571,figures,1
2572,32.1,1
2573,conquered,3
2574,jersey,1
2575,otherwise,1
2576,relevant,1
2577,tunisia,1
2578,hyphen,3
2579,cf,2
2580,ce,3
2581,g8+5,1
2582,sprawl,6
2583,basina,1
2584,poem,1
2585,8.5,1
2586,agent's,2
2587,addition,1
2588,genetic,1
2589,slowly,1
2590,gaza,1
2591,indicators,1
2592,counterculture,1
2593,define,2
2594,"69,459",1
2595,diversity,2
2596,latitude,3
2597,1780s,1
2598,atlanta,1
2599,an,67
2600,present,4
2601,homes,1
2602,atmospheric,2
2603,irregular,1
2604,unlike,1
2605,appearance,2
2606,examine,1
2607,will,2
2608,suffix,1
2609,handwriting,1
2610,mythology,2
2611,almost,3
2612,thus,1
2613,surface,2
2614,helped,3
2615,audiences,2
2616,turns,1
2617,claimed,4
2618,anglo-saxons,1
2619,contention,1
2620,e)s,1
2621,jargon,1
2622,perhaps,1
2623,juan,4
2624,orthodox,1
2625,administration,1
2626,roman,5
2627,member,4
2628,parts,2
2629,northwest,2
2630,incumbent,1
2631,largest,19
2632,units,1
2633,party,1
2634,covenant,1
2635,alanna,1
2636,upon,2
2637,renowned,1
2638,indigenous,2
2639,l.a,2
2640,scholars,3
2641,warming,3
2642,keep,1
2643,numbered,1
2644,audience's,1
2645,expense,1
2646,off,1
2647,center,4
2648,shacks,1
2649,nükhet,1
2650,promulgation,1
2651,well,3
2652,fructidor,1
2653,patterns,2
2654,english,14
2655,soviet,1
2656,north-south,1
2657,subgroup,1
2658,routinely,1
2659,less,3
2660,claiming,1
2661,executive,3
2662,domestic,1
2663,nicknamed,1
2664,36°,1
2665,skill,1
2666,low-level,1
2667,grappling,1
2668,rapid,3
2669,jarl,1
2670,point,5
2671,demographic,1
2672,lake,4
2673,bench,1
2674,book,1
2675,adoption,1
2676,spirals,1
2677,neo-noir,1
2678,usage,1
2679,gmp,1
2680,earthquakes,1
2681,ought,1
2682,increased,1
2683,myth,1
2684,worlds,1
2685,famously,1
2686,historia,1
2687,historic,3
2688,five,3
2689,immediately,1
2690,2nd,5
2691,semimodals,1
2692,prominent,1
2693,dubai,1
2694,necessary,2
2695,like,2
2696,alternatively,1
2697,fernando,1
2698,admitted,1
2699,opera,1
2700,journalist,1
2701,become,7
2702,works,1
2703,page,1
2704,parity,2
2705,because,5
2706,sequence,1
2707,deified,1
2708,village,1
2709,authority,3
2710,preposition,1
2711,growth,3
2712,ˈeɪ,1
2713,flush,1
2714,proper,1
2715,home,9
2716,empire,4
2717,employment,2
2718,recognition,2
2719,glyph,1
2720,colonized,1
2721,inexpensive,1
2722,broad,1
2723,avoid,1
2724,philosopher,1
2725,leap,2
2726,does,1
2727,leader,1
2728,demonstrated,1
2729,pan-ethnicity,1
2730,exposure,1
2731,reaching,1
2732,pressure,1
2733,host,1
2734,although,10
2735,hospitable,1
2736,sheriffs,1
2737,includes,5
2738,captain-major,1
2739,counties,4
2740,gained,1
2741,about,6
2742,actual,1
2743,world,18
2744,freedom,1
2745,interlinked,1
2746,recognized,1
2747,angeles,20
2748,carries,1
2749,introduced,2
2750,software,1
2751,em,1
2752,own,2
2753,glenn,1
2754,travelers,1
2755,townships,2
2756,weather,4
2757,interdependence,1
2758,production's,1
2759,significantly,2
2760,1984,1
2761,ridge,1
2762,legends,1
2763,possible,1
2764,whom,1
2765,fastest-growing,1
2766,housing,1
2767,minster,1
2768,continental,1
2769,uniting,1
2770,trigger,1
2771,biggest,1
2772,inspiration,1
2773,function,1
2774,north,13
2775,english-speaking,2
2776,but,22
2777,volume,1
2778,courts,1
2779,highest,4
2780,he,1
2781,count,3
2782,made,1
2783,places,1
2784,whether,2
2785,ecosystem,1
2786,official,12
2787,signed,1
2788,chandler,1
2789,mortality,1
2790,placed,1
2791,below,1
2792,stories,2
2793,monument,1
2794,problem,1
2795,piece,1
2796,display,1
2797,deaths,4
2798,reservations,1
2799,universal,1
2800,domini,3
2801,denote,1
2802,paleoclimatology,1
2803,periods,1
2804,goodness,1
2805,duru,1
2806,education,4
2807,domesticated,1
2808,diego,2
2809,functions,1
2810,scir,1
2811,variety,2
2812,fencing,1
2813,44,1
2814,percent,2
2815,forests,1
2816,virtual,1
2817,41,1
2818,other,30
2819,boom,1
2820,branch,1
2821,better,1
2822,sloping,1
2823,album,2
2824,francisco,1
2825,kinds,1
2826,monday,2
2827,variation,1
2828,ecological,1
2829,earthly,1
2830,upwards,1
2831,auxiliary,1
2832,ranks,3
2833,bce,1
2834,space,3
2835,rule,2
2836,gilan,1
2837,portion,3
2838,write,1
2839,hunter-gatherer,1
2840,rural,1
2841,expands,1
